Date,Open,High,Low,Close,Adj Close,Volume
2019-12-31,89.33000183105469,89.9800033569336,89.27999877929688,89.93000030517578,82.9091567993164,882500
2020-01-02,90.12999725341797,90.25,88.4000015258789,88.70999908447266,81.7844009399414,744100
2020-01-03,88.55000305175781,89.2699966430664,88.48999786376953,88.98999786376953,82.04252624511719,1058500
2020-01-06,89.08999633789062,89.4000015258789,88.80000305175781,88.9000015258789,81.95955657958984,908800
2020-01-07,88.38999938964844,88.72000122070312,88.0999984741211,88.68000030517578,81.7567367553711,931300
2020-01-08,88.80999755859375,89.08999633789062,88.47000122070312,88.51000213623047,81.60000610351562,797200
2020-01-09,88.51000213623047,89.91000366210938,88.33000183105469,89.88999938964844,82.87227630615234,779300
2020-01-10,89.94000244140625,90.5999984741211,89.87999725341797,90.55999755859375,83.48995208740234,808500
2020-01-13,90.52999877929688,91.91000366210938,90.44000244140625,91.2300033569336,84.10765075683594,1074900
2020-01-14,91.16000366210938,92.04000091552734,91.01000213623047,92.04000091552734,84.85441589355469,758300
2020-01-15,92.19999694824219,92.91999816894531,92.08999633789062,92.63999938964844,85.40757751464844,1034100
2020-01-16,92.86000061035156,93.45999908447266,92.7699966430664,93.23999786376953,85.96073150634766,1204200
2020-01-17,93.33000183105469,93.75,92.5199966430664,93.33999633789062,86.05292510986328,935100
2020-01-21,93.66999816894531,94.58999633789062,93.2300033569336,94.37999725341797,87.0117416381836,700600
2020-01-22,94.72000122070312,95.20999908447266,94.4800033569336,94.55999755859375,87.17768859863281,761500
2020-01-23,94.56999969482422,95.93000030517578,94.48999786376953,95.83999633789062,88.35774230957031,701100
2020-01-24,95.5999984741211,97.19999694824219,95.56999969482422,97.12000274658203,89.53782653808594,763100
2020-01-27,97.27999877929688,98.05999755859375,96.97000122070312,97.66999816894531,90.04488372802734,1228400
2020-01-28,97.86000061035156,98.36000061035156,97.05000305175781,97.05000305175781,89.4732894897461,840100
2020-01-29,96.98999786376953,98.0999984741211,96.9000015258789,98.05000305175781,90.39522552490234,816300
