Date,Open,High,Low,Close,Adj Close,Volume
2019-12-31,84.83999633789062,85.33999633789062,84.66999816894531,85.30999755859375,84.1682357788086,1176200
2020-01-02,85.9000015258789,86.3499984741211,85.19999694824219,85.94999694824219,84.7996597290039,1410500
2020-01-03,84.66999816894531,85.33000183105469,84.5,84.56999969482422,83.4381332397461,1118300
2020-01-06,84.0,84.81999969482422,83.5999984741211,84.81999969482422,83.68479919433594,1993200
2020-01-07,83.95999908447266,85.26000213623047,83.94000244140625,85.08000183105469,83.94132232666016,1684700
2020-01-08,85.95999908447266,86.47000122070312,85.19999694824219,85.91999816894531,84.77005767822266,1847600
2020-01-09,86.45999908447266,87.69999694824219,86.16999816894531,87.2699966430664,86.10200500488281,1912700
2020-01-10,87.72000122070312,88.23999786376953,87.31999969482422,87.58999633789062,86.417724609375,1417000
2020-01-13,87.80999755859375,88.31999969482422,86.73999786376953,87.45999908447266,86.28945922851562,1630200
2020-01-14,87.2699966430664,88.20999908447266,86.69999694824219,87.98999786376953,86.81236267089844,1675200
2020-01-15,87.62999725341797,89.11000061035156,87.55000305175781,88.62000274658203,87.4339370727539,1630400
2020-01-16,89.12000274658203,89.48999786376953,88.86000061035156,89.45999908447266,88.2626953125,1595900
2020-01-17,89.97000122070312,90.27999877929688,89.20999908447266,90.12000274658203,88.91386413574219,3718300
2020-01-21,89.80000305175781,90.1500015258789,89.45999908447266,89.61000061035156,88.41069030761719,2697400
2020-01-22,89.94000244140625,90.63999938964844,89.83999633789062,90.12999725341797,88.92372131347656,1665800
2020-01-23,89.62000274658203,89.9800033569336,88.66000366210938,89.06999969482422,87.8779067993164,1228300
2020-01-24,89.44999694824219,89.45999908447266,87.58000183105469,88.26000213623047,87.07875061035156,1164500
2020-01-27,86.54000091552734,87.16999816894531,86.20999908447266,86.55999755859375,85.40150451660156,1868000
2020-01-28,86.8499984741211,87.4800033569336,86.19000244140625,87.18000030517578,86.01321411132812,1652200
2020-01-29,87.55000305175781,88.36000061035156,87.1500015258789,87.23999786376953,86.07240295410156,1131500
