Date,Open,High,Low,Close,Adj Close,Volume
2019-12-31,147.30999755859375,148.97000122070312,147.00999450683594,148.9600067138672,133.042236328125,1473900
2020-01-02,149.41000366210938,149.75999450683594,144.85000610351562,145.08999633789062,129.58575439453125,1849300
2020-01-03,144.2899932861328,145.97999572753906,144.0,145.35000610351562,129.81797790527344,1308200
2020-01-06,145.08999633789062,146.8699951171875,144.49000549316406,146.11000061035156,130.4967803955078,1026700
2020-01-07,144.63999938964844,145.49000549316406,143.50999450683594,144.4499969482422,129.01416015625,1621600
2020-01-08,144.91000366210938,146.05999755859375,144.02999877929688,145.39999389648438,129.8626251220703,1397600
2020-01-09,144.86000061035156,145.07000732421875,143.36000061035156,144.22999572753906,128.8176727294922,2236400
2020-01-10,144.25,144.9499969482422,143.66000366210938,144.7899932861328,129.31781005859375,1912800
2020-01-13,144.57000732421875,146.64999389648438,144.1999969482422,145.2899932861328,129.76441955566406,2061300
2020-01-14,145.50999450683594,147.24000549316406,145.14999389648438,147.1300048828125,131.4077911376953,1584800
2020-01-15,147.0500030517578,147.75,146.19000244140625,147.10000610351562,131.38099670410156,1357000
2020-01-16,147.35000610351562,149.0500030517578,147.02999877929688,148.5399932861328,132.66708374023438,1103900
2020-01-17,148.64999389648438,149.49000549316406,147.60000610351562,147.77000427246094,131.97938537597656,1436900
2020-01-21,147.72999572753906,149.88999938964844,147.42999267578125,149.11000061035156,133.1761932373047,1628800
2020-01-22,149.3000030517578,149.64999389648438,145.94000244140625,146.00999450683594,130.40745544433594,1582600
2020-01-23,145.89999389648438,147.30999755859375,144.4199981689453,147.25,131.5149383544922,1561300
2020-01-24,147.2100067138672,147.8000030517578,144.63999938964844,144.82000732421875,129.3446502685547,1893300
2020-01-27,143.75,143.91000366210938,141.6300048828125,141.6300048828125,126.4955062866211,2061600
2020-01-28,141.8300018310547,142.3699951171875,139.9499969482422,139.99000549316406,125.03074645996094,1422400
2020-01-29,140.27999877929688,141.3699951171875,139.80999755859375,140.02999877929688,125.06646728515625,1667500
