Date,Open,High,Low,Close,Adj Close,Volume
2019-12-31,45.97999954223633,46.380001068115234,45.97999954223633,46.349998474121094,43.77306365966797,1787200
2020-01-02,46.56999969482422,46.63999938964844,45.880001068115234,46.11000061035156,43.54641342163086,3081000
2020-01-03,45.88999938964844,46.189998626708984,45.720001220703125,46.02000045776367,43.4614143371582,2259500
2020-01-06,45.790000915527344,45.849998474121094,45.31999969482422,45.65999984741211,43.12143325805664,2831700
2020-01-07,45.56999969482422,45.689998626708984,45.099998474121094,45.11000061035156,42.602012634277344,2265200
2020-01-08,45.11000061035156,45.22999954223633,44.380001068115234,44.61000061035156,42.12980651855469,3346400
2020-01-09,44.33000183105469,44.33000183105469,43.029998779296875,44.150001525878906,41.69538116455078,4080200
2020-01-10,44.369998931884766,44.459999084472656,43.79999923706055,43.95000076293945,41.506500244140625,2311400
2020-01-13,44.040000915527344,44.47999954223633,43.97999954223633,44.41999816894531,41.95036697387695,3167800
2020-01-14,44.5099983215332,44.63999938964844,44.08000183105469,44.5,42.02592849731445,4798500
2020-01-15,44.349998474121094,44.84000015258789,44.0099983215332,44.38999938964844,41.92203903198242,2586700
2020-01-16,44.650001525878906,45.459999084472656,44.59000015258789,45.34000015258789,42.819217681884766,2585000
2020-01-17,45.400001525878906,45.54999923706055,45.11000061035156,45.25,42.734230041503906,2741700
2020-01-21,45.099998474121094,45.38999938964844,44.869998931884766,45.119998931884766,42.6114501953125,2663400
2020-01-22,45.2400016784668,45.310001373291016,44.88999938964844,44.93000030517578,42.43201446533203,2101400
2020-01-23,44.7400016784668,45.040000915527344,44.5099983215332,44.970001220703125,42.46978759765625,1459900
2020-01-24,45.04999923706055,45.060001373291016,43.97999954223633,44.29999923706055,41.837039947509766,2169300
2020-01-27,43.7599983215332,43.900001525878906,43.369998931884766,43.529998779296875,41.1098518371582,2718500
2020-01-28,43.70000076293945,44.11000061035156,43.529998779296875,43.91999816894531,41.47816848754883,2219100
2020-01-29,44.060001373291016,44.099998474121094,43.65999984741211,43.68000030517578,41.25151062011719,2799500
